energy,photons
0,0
1,0
2,0
3,0
4,0.0815417574
5,24014.412512
6,12192269.6
7,353674238.4
8,6957354792
9,38239797480
10,16018265552
11,46836193960
12,23719236872
13,29826181000
14,34469051704
15,37553815704
16,39219835720
17,39697555152
18,39227051312
19,38021091368
20,36253597520
21,34060721184
22,31546675080
23,28790588888
24,25852796880
25,22780023248
26,19609363896
27,16371278408
28,13091794656
29,9794044152
30,6499369976
31,3228084891.2
32,0
33,0
34,0
35,0
36,0
37,0
