2  8.590568e-21
3  0.1164369
4  2667.568
5  206669.7
6  1.291054e+6
7  2.956982e+6
8  4.348025e+6
9  5.080363e+6
10  5.253763e+6
11  4.839297e+6
12  4.400955e+6
13  3.920746e+6
14  3.434289e+6
15  2.919968e+6
16  2.403604e+6
17  1.886794e+6
18  1.371486e+6
19  815570.5
20  0
