energy,photons
0,0
1,0
2,0
3,0
4,0.0845201153
5,23698.585544
6,11513818.36
7,323243674.24
8,5875291568
9,31388381976
10,13891864896
11,38770022576
12,21440791376
13,26599731568
14,30371399680
15,32708542864
16,33753206488
17,33715430080
18,32807435280
19,31215607072
20,29092929504
21,26561162176
22,23716194288
23,20633944216
24,17375606704
25,13991792128
26,10525704056
27,7015529448
28,3496074115.2
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
