energy,photons
0,0
1,0
2,0
3,0
4,0.0861877438
5,22793.757056
6,10573294.344
7,287312556.88
8,4752947568.8
9,24573336880
10,11743378792
11,30962099648
12,18876922256
13,23069827968
14,25952296688
15,27505223688
16,27863568096
17,27215587688
18,25750164504
19,23635180568
20,21012141344
21,17998127264
22,14690191696
23,11169978248
24,7507770048
25,3765658305.6
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
